row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|card_acpt_merchant_name|at_transactiondescription|at_transactiondescription2|at_mcccode
55176|345042127885   0000|LAS VEGAS|NV|||US|SHOE PALACE #25|6619371222SHOE PALACE #25 LAS VEGAS NV         0XXXXXXXXXXXXXXXX|SHOE PALACE #25|5661.0
55185||MEDFORD|NY|||US|SAMS CLUB SAM'S Club|1201SAMS CLUB SAM'S Club MEDFORD NY      0XXXXXXXXXXXXXXXX|SAMS CLUB SAM'S Club|5300.0
55186|W0975321       0000|DONALDSONVILL|LA|||US|WALGREENS 38000 HIGHWA|7128891229WALGREENS 38000 HIGH DONALDSONVILL LA0XXXXXXXXXXXXXXXX|WALGREENS 38000 HIGHWAY|5912.0
55197|4445012096834  0000|WOODRIDGE|IL|60517.0||US|GFS MKTPLC #1983|1214U R* GFS MKTPLC #1983 WOODRIDGE IL   0XXXXXXXXXXXXXXXX|GFS MKTPLC #1983|5411.0
55231|0000516021850000000|PHOENIX|AZ|85015.0||US|GOODWILL CENTRAL AZ 078|1213GOODWILL CENTRAL AZ 078 PHOENIX AZ   0XXXXXXXXXXXXXXXX|GOODWILL CENTRAL AZ 078|8398.0
55301||HILLSBORO|OR|||US|T-MOBILE #2671|1215T-MOBILE #2671 HILLSBORO OR          0XXXXXXXXXXXXXXXX|T-MOBILE #2671|4812.0
55373|5180899901120960000|BIG BEAR LAKE|CA|92315.0||US|BLACK FOREST LODGE|1218BLACK FOREST LODGE BIG BEAR LAKE CA  0XXXXXXXXXXXXXXXX|BLACK FOREST LODGE|7011.0
55390||SPRINGFIELD|IL|||US|WAL-MART #3210|1204WAL-MART #3210 SPRINGFIELD IL        0XXXXXXXXXXXXXXXX|WAL-MART #3210|5411.0
55490|000880296      0000|HARKER HEIGHT|TX|76548.0||US|HEB  #381|1228HEB  #381 HARKER HEIGHT TX           0XXXXXXXXXXXXXXXX|HEB #381|5411.0
55509|0000000005551670000|NORTH AURORA|IL|||US|WOODMANS FOOD MARKET #|0573861216WOODMANS FOOD MARKET NORTH AURORA IL 0XXXXXXXXXXXXXXXX|WOODMANS FOOD MARKET #3|5411.0
55646||SCOTTSDALE|AZ|||US|BEST BUY      00008706|1227BEST BUY      00008706 SCOTTSDALE AZ 0XXXXXXXXXXXXXXXX|BEST BUY      00008706|5732.0
55665||ALTAMONTE SPR|FL|||US|MACY'S    451 E ALTAMO|1216MACY'S    451 E ALTA ALTAMONTE SPR FL0XXXXXXXXXXXXXXXX|MACY'S    451 E ALTAMO|5311.0
55727|4445000547901  0000|OSWEGO|IL|60543.0||US|MEIJER #239|1223MEIJER #239 OSWEGO IL                0XXXXXXXXXXXXXXXX|MEIJER #239|5411.0
55762|0001740348959980000|IRVINE|CA|92612.0||US|LA FITNESS-CORP WEB LAI|1201LA FITNESS-CORP WEB LAI IRVINE CA    0XXXXXXXXXXXXXXXX|LA FITNESS-CORP WE LAI|7997.0
55833|P0162106       0000|FORT MYERS|FL|||US|PUBLIX SUPER MAR 5781|5005371222PUBLIX SUPER MAR 5781 FORT MYERS FL  0XXXXXXXXXXXXXXXX|PUBLIX SUPER MAR 5781 L|5411.0
55849|336711332      0000|FLAGSTAFF|AZ|86001.0||US|VERIZON WRLS W4611-01|1201VERIZON WRLS W4611-01 FLAGSTAFF AZ   0XXXXXXXXXXXXXXXX|VERIZON WRLS W4611-01|4812.0
55910||HOUSTON|TX|||US|MACY'S    900 MEMORIAL|1228MACY'S    900 MEMORIAL HOUSTON TX    0XXXXXXXXXXXXXXXX|MACY'S    900 MEMORIAL|5311.0
55937|4445091026708  0000|ELMONT|NY|11003.0||US|MARSHALLS #833|1214MARSHALLS #833 ELMONT NY             0XXXXXXXXXXXXXXXX|MARSHALLS #833|5651.0
55971||LANSING|MI|||US|MEIJER IN 5125 W. SAGI|1218MEIJER IN 5125 W. SAGI LANSING MI    0XXXXXXXXXXXXXXXX|MEIJER IN 5125 W. SAGI|5411.0
55996|4540115002604540000|Milwaukee|WI|53203.0||US|YMCA OF METROPOLITAN MI|1220YMCA OF METROPOLITAN 414-274-0739 WI 0XXXXXXXXXXXXXXXX|YMCA of Metropolitan Mi|8641.0
56045|345094906889   0000|BRONX|NY|||US|GAP USA|8325911206GAP USA BRONX NY                     0XXXXXXXXXXXXXXXX|GAP USA|5999.0
56062|1106090007335350000|800-527-3905|MI|49316.0||US|FIC*FOREMOST INSURANCE|1218FIC*FOREMOST INSURANC 800-527-3905 MI0XXXXXXXXXXXXXXXX|FIC*FOREMOST INSURANCE|6300.0
56065|0029901540002000000|COLEMAN|TX|||US|ALLSUPS #0154 1501 NEC|7345781230ALLSUPS #0154 1501 NEC COLEMAN TX    0XXXXXXXXXXXXXXXX|ALLSUPS #005411901 NECH|5411.0
56081|80010081712    0000|DUBLIN|OH|||US|KROGER 7100 HOSPITAL D|6359831210KROGER 7100 HOSPITAL D DUBLIN OH     0XXXXXXXXXXXXXXXX|KROGER 7100 HOSPITAL DR|5411.0
56101|067107018368   0000|SYOSSET|NY|||US|THE HOME DEPOT 8466|1313181222THE HOME DEPOT 8466 SYOSSET NY       0XXXXXXXXXXXXXXXX|THE HOME DEPOT 8466|5200.0
56116||Melbourne|FL|||US|TARGET T- 4305 Norfolk|1221TARGET T- 4305 Norfolk Melbourne FL  0XXXXXXXXXXXXXXXX|TARGET T- 4305 Norfolk|5411.0
56118|720000114355   0000|COLLEGE POINT|NY|||US|SHOPRITE 20TH AVE S1|5984551227SHOPRITE 20TH AVE S1 COLLEGE POINT NY0XXXXXXXXXXXXXXXX|SHOPRITE 20TH AVE S1|5411.0
56138|0009242019628840000|SAN JOSE|CA|95128.0||US|LARK CREEK BLUE|1220LARK CREEK BLUE SAN JOSE CA          0XXXXXXXXXXXXXXXX|YANKEE PIER SANTANA LLC|5812.0
56164|271508619076   0000|TUSTIN|CA|92780.0||US|TOTAL MMA STUDIOS|1223TOTAL MMA STUDIOS 714-3683458 CA     0XXXXXXXXXXXXXXXX|TOTAL MMA STUDIOS|8299.0
56169|002026544995   0000|CHICAGO|IL|||US|TOYS R US|9080121212TOYS R US CHICAGO IL                 0XXXXXXXXXXXXXXXX|TOYS R US|5945.0
56170|0000000000063740000|HOUSTON|TX|||US|SHELL Service Station|0767181223SHELL Service Station HOUSTON TX     0XXXXXXXXXXXXXXXX|SHELL Service Station|5541.0
56189|W0547521       0000|FAYETTEVILLE|AR|||US|WALGREENS 300 E TOWNSH|6325461204WALGREENS 300 E TOWNS FAYETTEVILLE AR0XXXXXXXXXXXXXXXX|WALGREENS 300 E TOWNSHI|5912.0
56237|433210527886   0000|NEW YORK|NY|10003.0||US|J CREW FACTORY.COM|1209J CREW FACTORY.COM 866-739-5942 NY   0XXXXXXXXXXXXXXXX|FACTORY.COM|5999.0
56319|04590051       0000|MONROVIA|CA|||US|BEDBATH&BEYOND# BEDBAT|9200851203BEDBATH&BEYOND# BEDBAT MONROVIA CA   0XXXXXXXXXXXXXXXX|BEDBATH&BEYOND# BEDBATH|5719.0
56337|59401223482    0000|CTY OF CMMRCE|CA|||US|LUCKY BRAND OUTLET #33|1308411221LUCKY BRAND OUTLET # CTY OF CMMRCE CA0XXXXXXXXXXXXXXXX|LUCKY BRAND OUTLET #334|5631.0
56382|2097928046502  0000|NANUET|NY|||US|HOMEGOODS HOME GOODS|9415591201HOMEGOODS HOME GOODS NANUET NY       0XXXXXXXXXXXXXXXX|HOMEGOODS HOME GOODS|5651.0
56400|8214568        0000|BARGERSVILLE|IN|46131.0||US|BARGERSVILLE VETERINARY|1217BARGERSVILLE VETERINARY FRANKLIN IN  0XXXXXXXXXXXXXXXX|BARGERSVILLE VETERINARY|742.0
56503|5429298061948170000|STUDIO CITY|CA|91604.0||US|BONE SWEET BONE|1214BONE SWEET BONE STUDIO CITY CA       0XXXXXXXXXXXXXXXX|BONE SWEET BONE|5995.0
56514|0000000009910220000|PARKER|CO|||US|COSTCO WHSE #1022|2554171221COSTCO WHSE #1022 PARKER CO          0XXXXXXXXXXXXXXXX|COSTCO WHSE #1022|5300.0
56534|277027216997   0000|WATERFORD|MI|||US|SMOKERS OUTLET OF WATE|3447501223SMOKERS OUTLET OF WATE WATERFORD MI  0XXXXXXXXXXXXXXXX|SMOKERS OUTLET OF WATE|5993.0
56554||LAKEWOOD|WA|||US|WAL-MART #3537|1220WAL-MART #3537 LAKEWOOD WA           0XXXXXXXXXXXXXXXX|WAL-MART #3537|5411.0
56555|0360030029     0000|NEW YORK CITY|NY|10011.0||US|KAREN CURTIS|1216KAREN CURTIS NEW YORK CITY NY        0XXXXXXXXXXXXXXXX|KAREN CURTIS|5999.0
56559|0071000000058890000|CHEAPOAIR.COM|NY|10020.0||US|CHEAPOAIR.COM AIR|1213CHEAPOAIR.COM AIR CHEAPOAIR.COM NY   0XXXXXXXXXXXXXXXX|CHEAPOAIR.COM AIR|4722.0
56584|0009600200298850000|DENVER|CO|80224.0||US|PSCU PMT - THANK YOU|1223PSCU PMT - THANK YOU 970-494-2827 CO 0XXXXXXXXXXXXXXXX|PSCU PMT - THANK YOU|7399.0
56603|PULSE EFT ASSOC0000|WEST ALLIS|WI|||US|SAMS CLUB #6303|0242001219SAMS CLUB #6303 WEST ALLIS WI        0XXXXXXXXXXXXXXXX|SAM'S Club|5300.0
56615|160000100554   0000|PORT CHESTER|NY|||US|STOP & SHOP 0502|2839791221STOP & SHOP 0502 PORT CHESTER NY     0XXXXXXXXXXXXXXXX|STOP & SHOP 0502|5411.0
56635|0002292106038870000|NORWALK|CT|6851.0||US|MMRF - ONLINE DONATIONS|1201MMRF - ONLINE DONATIO 203-972-1250 CT0XXXXXXXXXXXXXXXX|MMRF - ONLINE DONATION|8398.0
56692|8011498436     0000|CHICAGO|IL|60618.0||US|T MOBILE 8811|1223T MOBILE 8811 CHICAGO IL             0XXXXXXXXXXXXXXXX|T MOBILE 8811|4812.0
56697|424281311888   0000|BRONX|NY|||US|ZALES CORPORATION|5101361223ZALES CORPORATION BRONX NY           0XXXXXXXXXXXXXXXX|ZALES CORPORATION|5944.0
56702|5353535101737010000|SANTA ANA|CA|||US|THE DEVAUL PAIN/2601 S|5232031229THE DEVAUL PAIN/2601 S SANTA ANA CA  0XXXXXXXXXXXXXXXX|THE DEVAUL PAIN/2601 S|5231.0
56738|1750000005550010000|YPSILANTI|MI|48197.0||US|LOWES #00734*|1203LOWES #00734* YPSILANTI MI           0XXXXXXXXXXXXXXXX|LOWE'S #734|5200.0
56747|226164067994   0000|SAN FRANCISCO|CA|94103.0||US|SF CHRONICLE SUBSCRIPT|1229SF CHRONICLE SUBSCRIP 415-777-6372 CA0XXXXXXXXXXXXXXXX|SF CHRONICLE SUBSCRIPT|5968.0
56811|067107007528   0000|MCKINNEY|TX|||US|THE HOME DEPOT 528|0826851217THE HOME DEPOT 528 MCKINNEY TX       0XXXXXXXXXXXXXXXX|THE HOME DEPOT 528|5200.0
56856|0000154097640000000|SANFORD|FL|32773.0||US|MEADOWS ACADEMY|1202MEADOWS ACADEMY 407-3240880 FL       0XXXXXXXXXXXXXXXX|MEADOWS ACADEMY|8351.0
56866||HOUSTON|TX|||US|CENTRAL MARKET|1205CENTRAL MARKET HOUSTON TX            0XXXXXXXXXXXXXXXX|CENTRAL MARKET|5411.0
56880||GRAND BLANC|MI|||US|Wal-Mart Super Center|1222WAL-MART #3726 GRAND BLANC MI        0XXXXXXXXXXXXXXXX|WAL-MART #3726|5411.0
56928||Lakewood|CA|||US|TARGET T- 141 Lakewood|1223TARGET T- 141 Lakewood Lakewood CA   0XXXXXXXXXXXXXXXX|TARGET T- 141 Lakewood|5411.0
56929|BJ010993       0000|Hollywood|FL|||US|BJ WHOLESALE #01 4000|1260721220BJ WHOLESALE #01 4000 Hollywood FL   0XXXXXXXXXXXXXXXX|BJ WHOLESALE #01 4000 O|5300.0
56936|000977980      0000|BELLEVUE|WA|98006.0||US|TORRID #5237|1212TORRID #5237 BELLEVUE WA             0XXXXXXXXXXXXXXXX|TORRID #5237|5699.0
56953||ROMEOVILLE|IL|||US|WM SUPERC Wal-Mart Sup|1217WAL-MART #4531 ROMEOVILLE IL         0XXXXXXXXXXXXXXXX|WAL-MART #4531|5411.0
56975|09350082       0000|Flagstaff|AZ|||US|TARGET T0935 TARGET T0|7007481226TARGET T0935 TARGET T0 Flagstaff AZ  0XXXXXXXXXXXXXXXX|TARGET T0935 TARGET T09|5411.0
57018|KFR61267       0000|PHOENIX|AZ|||US|FRYS FOOD & DRUG 4707|5628381206FRYS FOOD & DRUG 4707 PHOENIX AZ     0XXXXXXXXXXXXXXXX|FRYS FOOD & DRUG 4707 E|5411.0
57023|8788242877205  0000|SAN ANTONIO|TX|78209.0||US|WHOLE EARTH PROVISION|1229WHOLE EARTH PROVISION SAN ANTONIO TX 0XXXXXXXXXXXXXXXX|WHOLE EARTH PROVISION C|5941.0
57038|318221889997   0000|OZONE PARK|NY|||US|LIQUORTOWN AND F|3069251206LIQUORTOWN AND F OZONE PARK NY       0XXXXXXXXXXXXXXXX|LIQUORTOWN AND F|5921.0
57051|4445090990580  0000|TORRANCE|CA|90505.0||US|RALPHS #0110|1224RALPHS #0110 TORRANCE CA             0XXXXXXXXXXXXXXXX|RALPHS #0110|5411.0
57059|00000067504    0000|EL CAJON|CA|||US|KOHLS 0675 2398 JAMACH|9106781222KOHLS 0675 2398 JAMACH EL CAJON CA   0XXXXXXXXXXXXXXXX|KOHLS 0675 2398 JAMACHA|5311.0
57087|0000000003445830000|PHOENIX|AZ|||US|FOOD CITY #143|1206FOOD CITY #143 PHOENIX AZ            0XXXXXXXXXXXXXXXX           Purchase $1.30 Cash Back $100.00|FOOD CITY #143|5411.0
57095|372327680883   0000|GARLAND|TX|||US|KYG & MJ|3472251217KYG & MJ GARLAND TX                  0XXXXXXXXXXXXXXXX|KYG & MJ|4812.0
57099|8000008983672020000|SALT LAKE CIT|UT|84115.0||US|STATE LIQUOR STORE 14|1218STATE LIQUOR STORE 1 SALT LAKE CIT UT0XXXXXXXXXXXXXXXX|STATE LIQUOR STORE 14|5921.0
57107|2399940002192650000|855-435-5893|CA|94124.0||US|THE REALREAL INC|1222THE REALREAL INC 855-435-5893 CA     0XXXXXXXXXXXXXXXX|THE REALREAL INC|5699.0
57172||SALEM|OR|||US|BEST BUY #453|1229BEST BUY #453 SALEM OR               0XXXXXXXXXXXXXXXX|BEST BUY #453|5732.0
57233||SAN JOSE|CA|||US|Wal-Mart Super Center|1222Wal-Mart Super Center SAN JOSE CA    0XXXXXXXXXXXXXXXX           Purchase $37.85 Cash Back $100.00|Wal-Mart Super Center|5411.0
57267|0001741019339950000|4029357733|CA|95131.0||US|PAYPAL *LISACARNAVI|1215PAYPAL *LISACARNAVI 402-935-7733 CA  0XXXXXXXXXXXXXXXX|PAYPAL *LISACARNAVI|5946.0
57296|8788850030477  0000|WEST HOLLYWOO|CA|90046.0||US|BRICK NATION|1209BRICK NATION WEST HOLLYWOO CA        0XXXXXXXXXXXXXXXX|BRICK NATION|7997.0
57302|0000482062799930000|BENTONVILLE|AR|72712.0||US|SAMS INTERNET|1208SAMS INTERNET 888-746-7726 AR        0XXXXXXXXXXXXXXXX|SAMSCLUB.COM|5300.0
57303|0000482062799930000|BENTONVILLE|AR|72712.0||US|SAMS INTERNET|1217SAMS INTERNET 888-746-7726 AR        0XXXXXXXXXXXXXXXX|SAMSCLUB.COM|5300.0
57306|0000000734335610000|THE COLONY|TX|75056.0||US|SOUTH COLONY KWIK KAR|1231SOUTH COLONY KWIK KAR THE COLONY TX  0XXXXXXXXXXXXXXXX|SOUTH COLONY KWIK KAR|7538.0
57331|0000482018039950000|SAN ANTONIO|TX|78217.0||US|WAL-MART #1803|1201WAL-MART #1803 SAN ANTONIO TX        0XXXXXXXXXXXXXXXX|WAL-MART STORES, INC|5411.0
57340|345769456889   0000|BOCA RATON|FL|33487.0||US|NCCI WRKS COMP PLAN GEN|1209NCCI WRKS COMP PLAN G 561-893-4500 FL0XXXXXXXXXXXXXXXX|NCCI WRKS COMP PLAN GE|7399.0
57412|4445091114504  0000|ROLLING MEADO|IL|60008.0||US|MEIJER #228        Q01|1215MEIJER #228        Q ROLLING MEADO IL0XXXXXXXXXXXXXXXX|MEIJER #228        Q01|5411.0
57424||FT WORTH|TX|||US|Wal-Mart Super Center|1213Wal-Mart Super Center FT WORTH TX    0XXXXXXXXXXXXXXXX|Wal-Mart Super Center|5411.0
57447|0000100000     0000|NORWALK CT|CT|30354.0||US|DELTA AIR   00675321602|1203DELTA AIR   00675303392 NORWALK CT   0XXXXXXXXXXXXXXXX|DELTA|3058.0
57453|3000034206640020000|CERRITOS|CA|90703.0||US|CALIFORNIA PIZZA 120|0101CALIFORNIA PIZZA 120 CERRITOS CA     0XXXXXXXXXXXXXXXX|CALIFORNIA PIZZA KIT 12|5812.0
57460|6733770013200010000|877-846-9997|PA|19406.0||US|WWW.DICKSSPORTNGGOODS.C|1220WWW.DICKSSPORTNGGOODS 877-846-9997 PA0XXXXXXXXXXXXXXXX|WWW.DICKSSPORTNGGOODS.C|5941.0
57462|0070160001743280000|800-523-5800|PA|19034.0||US|AARP   *UNITEDHEALTH|0101AARP   *UNITEDHEALTH 800-523-5800 PA 0XXXXXXXXXXXXXXXX|AARP   *UNITEDHEALTH|6300.0
57505|PULSE EFT ASSOC0000|NEW ORLEANS|LA|||US|WAL Wal-Mart Super 221|8138511213WAL-MART #3167 NEW ORLEANS LA        0XXXXXXXXXXXXXXXX|4301 CHEF MENTEUR HWY|5411.0
57507|2426610000533600000|Southfield|MI|78666.0||US|SQ *PASSION 4 FASHION|1210SQ *PASSION 4 FASHION Southfield MI  0XXXXXXXXXXXXXXXX|SQ *PASSION 4 FASHION|5399.0
57509|8019470312     0000|CHICAGO|IL|60632.0||US|LAS BRISAS DEL MAR REST|1205LAS BRISAS DEL MAR REST CHICAGO IL   0XXXXXXXXXXXXXXXX|LAS BRISAS DEL MAR REST|5812.0
57511|2954502308890000000|EL MIRAGE|AZ|85335.0||US|AZ PERFORMANCE TRAN|1229AZ PERFORMANCE TRAN EL MIRAGE AZ     0XXXXXXXXXXXXXXXX|AZ PERFORMANCE TRANS|7538.0
57520|0003000231339980000|MESA|AZ|85201.0||US|CITY OF MESA CUSTOMER S|1205CITY OF MESA CUSTOMER 480-644-2221 AZ0XXXXXXXXXXXXXXXX|CITY OF MESA CUSTOMER|4900.0
57560|7700012274030000000|6145295533|OH|43026.0||US|EAGLE LOAN CO INC OF OH|1228EAGLE LOAN CO INC OF 614-529-5533 OH 0XXXXXXXXXXXXXXXX|EAGLE LOAN CO INC OF OH|8999.0
57561|5353531111610060000|HAMPTON BAYS|NY|11946.0||US|HEALTHY SMILES DENTAL|1230HEALTHY SMILES DENTAL HAMPTON BAYS NY0XXXXXXXXXXXXXXXX|HEALTHY SMILES DENTAL|8021.0
57628|0592960009638840000|800-427-4968|PA|19406.0||US|AGP*PROPANE SERVICES|1218AGP*PROPANE SERVICES 800-427-4968 PA 0XXXXXXXXXXXXXXXX|AGP*PROPANE SERVICES|5983.0
57646|2215510002138340000|602-262-6251|AZ|85003.0||US|CITY OF PHX WATER SRVS|1207CITY OF PHX WATER SRV 602-262-6251 AZ0XXXXXXXXXXXXXXXX|CITY OF PHX WATER SRVS|4900.0
57648|2215510002138340000|602-262-6251|AZ|85003.0||US|CITY OF PHX WATER SRVS|1208CITY OF PHX WATER SRV 602-262-6251 AZ0XXXXXXXXXXXXXXXX|CITY OF PHX WATER SRVS|4900.0
57652|H362700401     0000|TAMPA|FL|||US|FL LICENSE/TAG/ 601 E|9142281230FL LICENSE/TAG/ 601 E TAMPA FL       0XXXXXXXXXXXXXXXX|FL LICENSE/TAG/ 601 E K|9399.0
57671|10020003       0000|SAN ANTONIO|TX|||US|BEDBATH&BEYOND# BEDBAT|8554321214BEDBATH&BEYOND# BEDBAT SAN ANTONIO TX0XXXXXXXXXXXXXXXX|BEDBATH&BEYOND# BEDBATH|5719.0
57713|0000000009904890000|FT WORTH|TX|||US|COSTCO WHSE #0489|8627231219COSTCO WHSE #0489 FT WORTH TX        0XXXXXXXXXXXXXXXX|COSTCO WHSE #0489|5300.0
57729|0001780441879990000|LOUISVILLE|KY|40217.0||US|RESTAURANT DEPOT|1222RESTAURANT DEPOT LOUISVILLE KY       0XXXXXXXXXXXXXXXX|JETRO HOLDINGS LLC|5411.0
57734||HOUSTON|TX|||US|WM SUPERC Wal-Mart Sto|1206WM SUPERC Wal-Mart Sto HOUSTON TX    0XXXXXXXXXXXXXXXX|WM SUPERC Wal-Mart Sto|5310.0
57743|0029432802     0000|TAVERNIER|FL|||US|WINN-DIXIE   #0 92100|7084661222WINN-DIXIE   #0 92100 TAVERNIER FL   0XXXXXXXXXXXXXXXX|WINN-DIXIE   #0 92100 O|5411.0
57765|5426234004006020000|SOUTH AMBOY|NJ|8879.0||US|ALLAMERICANPEPTIDES.COM|1217ALLAMERICANPEPTIDES.C 646-753-0247 NJ0XXXXXXXXXXXXXXXX|ALLAMERICANPEPTIDES.COM|5999.0
57940|PULSE EFT ASSOC0000|BROOMFIELD|CO|||US|WAL Wal-Mart Super 952|1219WAL Wal-Mart Super 311 BROOMFIELD CO 0XXXXXXXXXXXXXXXX           Purchase $225.92 Cash Back $20.00|4288 WAL-SAMS|5411.0
57954|5556514866000000000|ORLANDO|FL|32810.0||US|CHRISTNERSPRIMESTEAK|1223CHRISTNERSPRIMESTEAK ORLANDO FL      0XXXXXXXXXXXXXXXX|CHRISTNERSPRIMESTEAK|5812.0
58026|0000000024407280000|SEATTLE|WA|98101.0||US|PURPLE CAFE & WINE BAR|1205PURPLE CAFE & WINE BAR SEATTLE WA    0XXXXXXXXXXXXXXXX|PURPLE CAFE & WINE BAR|5812.0
58054|0004520074899930000|STATEN ISLAND|NY|10314.0||US|VICTORIA'S SECRET 0556|1208VICTORIA'S SECRET 05 STATEN ISLAND NY0XXXXXXXXXXXXXXXX|VICTORIA'S SECRET STORE|5621.0
58099|KFO76106       0000|WHITTIER|CA|||US|FOOD 4 LESS 13413 TELE|5458171201FOOD 4 LESS 13413 TELE WHITTIER CA   0XXXXXXXXXXXXXXXX|FOOD 4 LESS 13413 TELEG|5411.0
58126||GARLAND|TX|||US|SHOP N GO # bUd1|1209SHOP N GO # bUd1 GARLAND TX          0XXXXXXXXXXXXXXXX|SHOP N GO # bUd1|4829.0
58213|0317000000102390000|Dallas|TX|||US|WHOLEFDS PKL 102 8190|5250831218WHOLEFDS PKL 102 8190 Dallas TX      0XXXXXXXXXXXXXXXX|WHOLEFDS PKL 102 8190 P|5411.0
58245|2438460001830290000|866-556-6001|WI|54307.0||US|FSI*PEOPLES ENERGY RES|1227FSI*PEOPLES ENERGY RE 866-556-6001 WI0XXXXXXXXXXXXXXXX|FSI*PEOPLES ENERGY RES|4900.0
58266|0400001896306480000|CHICAGO|IL|60609.0||US|MIDWEST TRAILER REPAIR|1229MIDWEST TRAILER REPAIR 773-5791911 IL0XXXXXXXXXXXXXXXX|MIDWEST TRAILER REPAIR|7538.0
58277|720000114310   0000|SELDEN|NY|||US|SHOPRITE SELDEN S1|1231SHOPRITE SELDEN S1 SELDEN NY         0XXXXXXXXXXXXXXXX           Purchase $92.04 Cash Back $10.00|SHOPRITE SELDEN S1|5411.0
58346|2032930001830290000|888-485-3629|GA|31401.0||US|FSI*TITLEMAX|1228FSI*TITLEMAX 888-485-3629 GA         0XXXXXXXXXXXXXXXX|FSI*TITLEMAX|6012.0
58476|7200002088340010000|LAYTON|UT|84041.0||US|DESCENTE NORTH AMERICA|1210DESCENTE NORTH AMERIC 801-317-0017 UT0XXXXXXXXXXXXXXXX|DESCENTE NORTH AMERICA|5137.0
58477|4445155117994  0000|ORLAND PARK|IL|60462.0||US|JUSTICE #0628|1219JUSTICE #0628 ORLAND PARK IL         0XXXXXXXXXXXXXXXX|JUSTICE #0628|5641.0
58493|8028548637     0000|SHOW LOW|AZ|85901.0||US|SPORTSMANS WAREHOUSE 24|1212SPORTSMANS WAREHOUSE 24 SHOW LOW AZ  0XXXXXXXXXXXXXXXX|SPORTSMANS WAREHOUSE 24|5941.0
58499||QUEEN CREEK|AZ|||US|WM SUPERC Wal-Mart Sup|1224WAL-MART #3751 QUEEN CREEK AZ        0XXXXXXXXXXXXXXXX|WAL-MART #3751|5411.0
58500|8012615210     0000|PEARLAND|TX|||US|T MOBILE 8893|8953061217T MOBILE 8893 PEARLAND TX            0XXXXXXXXXXXXXXXX|T MOBILE 8893|4812.0
58520||Rockford|IL|||US|BERGNERS  7200 Harriso|1221BERGNERS  7200 Harriso Rockford IL   0XXXXXXXXXXXXXXXX|BERGNERS  7200 Harriso|5311.0
58551|FW000115       0000|NEW YORK|NY|||US|FAIRWAY DOWNTOW 2127 B|6146801222FAIRWAY DOWNTOW 2127 B NEW YORK NY   0XXXXXXXXXXXXXXXX|FAIRWAY DOWNTOW 2127 Br|5411.0
58602|0029000023840010000|PALM SPRINGS|CA|||US|VONS     Store  2384|4832331231VONS     Store  2384 PALM SPRINGS CA 0XXXXXXXXXXXXXXXX|VONS     Store  2384|5411.0
58605|05470001       0000|TYLER|TX|||US|BEDBATH&BEYOND# BEDBAT|5065731205BEDBATH&BEYOND# BEDBAT TYLER TX      0XXXXXXXXXXXXXXXX|BEDBATH&BEYOND# BEDBATH|5719.0
58631||LAKEWOOD|CA|||US|WAL-MART #2609|1221WAL-MART #2609 LAKEWOOD CA           0XXXXXXXXXXXXXXXX|WAL-MART #2609|5310.0
58641|395709104310   0000|800-7070114|PA|19317.0||US|ORC*Flagship Credit|1227ORC*Flagship Credit 800-7070114 PA   0XXXXXXXXXXXXXXXX|ORC*Flagship Credit|6012.0
58650|0000056004619990000|OWENSBORO|KY|42301.0||US|ULTA # 506|1201ULTA # 506 OWENSBORO KY              0XXXXXXXXXXXXXXXX|ULTA 3|5977.0
58680|0000000008687430000|REDDING|CA|||US|HOLIDAY MARKET #45|1216HOLIDAY MARKET #45 REDDING CA        0XXXXXXXXXXXXXXXX           Purchase $66.61 Cash Back $40.00|HOLIDAY MARKET #45|5411.0
58736|5200003135660000000|STAMFORD|CT|6905.0||US|DENTAL CARE OF STAMFORD|1207DENTAL CARE OF STAMFORD STAMFORD CT  0XXXXXXXXXXXXXXXX|Dental Care Of Stamford|8021.0
58740|8026775497     0000|PATCHOGUE|NY|11772.0||US|AARONS SALO C1689|1202AARONS SALO C1689 PATCHOGUE NY       0XXXXXXXXXXXXXXXX|AARONS SALO C1689|7394.0
58744|0003624256858840000|WHITE PLAINS|NY|10601.0||US|HANNA ANDERSSON (WESTC|1223HANNA ANDERSSON (WEST WHITE PLAINS NY0XXXXXXXXXXXXXXXX|HANNA ANDERSSON (WESTC|5641.0
58753||FORT GRATIOT|MI|||US|MEIJER IN 4775 24TH AV|1229MEIJER IN 4775 24TH A FORT GRATIOT MI0XXXXXXXXXXXXXXXX|MEIJER IN 4775 24TH AV|5411.0
58814|6068140007310000000|800-627-2285|WI|53212.0||US|TWC*TIME WARNER CABLE|1229TWC*TIME WARNER CABLE 800-627-2285 WI0XXXXXXXXXXXXXXXX|TWC*TIME WARNER CABLE|4899.0
58815|6068140007310000000|800-627-2285|WI|53212.0||US|TWC*TIME WARNER CABLE|1212TWC*TIME WARNER CABLE 800-627-2285 WI0XXXXXXXXXXXXXXXX|TWC*TIME WARNER CABLE|4899.0
58839|0000000009906690000|SOUTHLAKE|TX|||US|COSTCO WHSE #0669|1217COSTCO WHSE #0669 SOUTHLAKE TX       0XXXXXXXXXXXXXXXX           Purchase $99.98 Cash Back $60.00|COSTCO WHSE #0669|5300.0
