store_number,store_name,address,city,state,zip_code,phone_number,manager,tool_rental,wifi,store_hours,latitude,longitude
3304,N Reno,2955 Northtowne Ln,Reno,NV,89512,(775) 674-2900,Robert L. Osborne,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.557047,-119.782087
3305,Centennial Parkway,7881 W Tropical Parkway,Las Vegas,NV,89149,(702) 839-5100,Larry G. Jensen,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.270724,-115.267849
3306,S Las Vegas,2200 E Serene Ave,Las Vegas,NV,89123,(702) 837-4300,David A. Cabrera,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.020502,-115.121616
3307,N Las Vegas,1275 W Craig Rd,North Las Vegas,NV,89032,(702) 642-2600,Tu V. Nguyen,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.23935,-115.15874
3308,Rainbow,7015 Arroyo Crossing Pky,Las Vegas,NV,89113,(702) 270-6446,Tonja R. Barnicle,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.06335,-115.245121
3309,"Carson City,NV",3185 Market Street,Carson City,NV,89706,(775) 886-4455,Alan S. Lapasaran,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.189105,-119.75545
3310,Reno,6590 S Virginia St,Reno,NV,89511,(775) 851-9600,Mark A. Alvarez,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.46605,-119.78382
3311,W Reno,5125 Summit Ridge CT,Reno,NV,89523,(775) 787-9690,Della L. Lemons,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.520445,-119.863751
3312,Carson City,921 Jacks Valley Road,Carson City,NV,89705,(775) 267-3434,Aaron Nelson,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.100571,-119.778919
3313,Spanish Springs,4655 Galleria Pkwy,Sparks,NV,89436,(775) 354-2245,William C. Ewer,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.577895,-119.740365
3314,SW Las Vegas,4195 S Fort Apache Rd,Las Vegas,NV,89147,(702) 220-4903,Carlos E. Rodriguez,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.11308,-115.29706
3315,W Las Vegas,9705 W Charleston Blvd,Las Vegas,NV,89117,(702) 940-2426,Greg S. Hunko,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.1589,-115.30804
3316,Pecos,6025 South Pecos Road,Las Vegas,NV,89120,(702) 434-1948,Dawn M. Nehk,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.08042,-115.10096
3318,W Central Las Vegas,4750 S Decatur Blvd,Las Vegas,NV,89103,(702) 871-5035,Christopher S. Black,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.1015,-115.20799
3320,Elko,2955 Mountain City Hwy,Elko,NV,89801,(775) 738-0455,Bryan R. Buchanan,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,40.839452,-115.798368
3322,Pahrump,301 N Hwy 160,Pahrump,NV,89060,(775) 751-6004,Patrick S. Leavitt,,yes,Monday 7:00-21:00; Tuesday 7:00-21:00; Wednesday 7:00-21:00; Thursday 7:00-21:00; Friday 7:00-21:00; Saturday 7:00-21:00; Sunday 7:00-20:00,36.222249,-115.992498
3324,NV Aliante,855 East Dorrell Lane,North Las Vegas,NV,89086,(702) 399-3566,Johnanthan A. Robinson,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.287312,-115.131206
3501,Eubank,200 Eubank Blvd SE,Albuquerque,NM,87123,(505) 271-1900,Alvino R. Madueno,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.07035,-106.5325
3502,Montano,1220 Renaissance Blvd NE,Albuquerque,NM,87107,(505) 344-1900,Florence M. Madrid,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.134216,-106.619397
3503,"Santa Fe, NM",952 Richards Ave,Santa Fe,NM,87507,(505) 424-9463,Benjamin Gomez,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.65279,-106.00163
3504,W Albuquerque,10200 Coors Dr NW,Albuquerque,NM,87114,(505) 899-1290,Nick D. Herrera,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.203563,-106.659619
3505,Las Cruces,225 Telshor Blvd,Las Cruces,NM,88011,(575) 521-1327,Joseph R. Zubia,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.318963,-106.745953
3507,SW Albuquerque,2820 Coors Blvd NW,Albuquerque,NM,87120,(505) 833-9990,Russell J. D'Addio,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.113131,-106.701737
3508,Farmington,3560 E Main Street,Farmington,NM,87402,(505) 327-0710,Sarah K. McCranie,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.750839,-108.158511
3510,"Roswell,NM",2350 N Main St,Roswell,NM,88201,(575) 622-2026,Susan L. Lazarski,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.42184,-104.52308
3511,Los Lunas,1800 Main Street NW,Los Lunas,NM,87031,(505) 865-0425,Vanessa M. Munoz,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,34.81368,-106.755342
3514,Gallup,530 Kachina Street,Gallup,NM,87301,(505) 726-2362,Robert Adkins,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.528478,-108.76736
3515,Hobbs,900 W Joe Harvey Blvd,Hobbs,NM,88240,(575) 492-9117,Curtis E. Gordon,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.741893,-103.146468
3516,Alamogordo,3400 N White Sand Blvd,Alamogordo,NM,88310,(575) 443-8018,Shannon L. Drake,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.932931,-105.963243
3517,Rio Rancho,7700 US 550 NE,Rio Rancho,NM,87124,(505) 771-3523,Jaime A. Moran,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.33497,-106.577999
3601,Pineville,10210 Centrum Pkwy,Pineville,NC,28134,(704) 544-2877,David E. Wilkinson,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.09248,-80.87597
3602,Matthews,1837 Matthews Twnsp Pkwy,Matthews,NC,28105,(704) 845-9200,Jeffrey A. Pfister,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.124169,-80.70829
3603,University,8135 University Cty Blvd,Charlotte,NC,28213,(704) 596-1550,Sylvester C. Johnson,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.293464,-80.748647
3604,Greensboro,4425 W Wendover Ave,Greensboro,NC,27407,(336) 218-0655,Don A. Jebb,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.05561,-79.9002
3605,Battleground,3215 Brassfield Rd,Greensboro,NC,27410,(336) 545-1125,Nigel A. Smith,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.13028,-79.865269
3606,Gastonia,2870 E Franklin Blvd,Gastonia,NC,28056,(704) 865-9532,Shannon J. Quinn,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.259669,-81.127735
3607,Kannapolis,3313 Cloverleaf Plaza,Kannapolis,NC,28083,(704) 786-8300,Aimee Mickel,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.44765,-80.605759
3608,Wendover,1220 N Wendover Rd,Charlotte,NC,28211,(704) 365-1291,Scott J. Williams,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.194502,-80.793936
3609,Myrtle Grove,5511 Carolina Beach Road,Wilmington,NC,28412,(910) 790-0247,Stacy M. Walton,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,34.139144,-77.893695
3610,Winston-Salem,1000 Hanes Mall Blvd,Winston-Salem,NC,27103,(336) 659-1181,Christopher D. Hutton,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.06636,-80.31633
3615,Cary,2031 Walnut Street,Cary,NC,27518,(919) 851-5554,Jonathan Pritchett,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.75733,-78.74148
3616,Raleigh,4901 Capital Blvd,Raleigh,NC,27616,(919) 878-8771,David B. Feuer,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.85289,-78.58094
3620,Durham,3701 MT Moriah Road,Durham,NC,27707,(919) 419-0208,Jennifer C. Meher,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.9486,-78.99444
3625,Asheville,795 Fairview Road,Asheville,NC,28803,(828) 274-5400,Christopher J. Douthit,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.56689,-82.50874
3626,Fayetteville,2060 Skibo,Fayetteville,NC,28314,(910) 864-4002,Brad Gustafson,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.054673,-78.972756
3627,"Burlington,NC",2771-T Kirkwood Drive,Burlington,NC,27216,(336) 513-2218,Tammi L. Venable,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.066743,-79.467266
3628,Hickory,1530 8th Street Dr SE,Hickory,NC,28602,(828) 327-9200,Joseph A. Eames,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.707716,-81.311174
3629,Wilmington,210 Eastwood Rd,Wilmington,NC,28403,(910) 790-3770,Jeneffer L. Mongelli,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,34.246749,-77.863531
3631,Garner,2540 Timber Dr,Garner,NC,27529,(919) 661-1393,Jennifer D. Yurchak,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.7147,-78.64018
3632,North Durham,1700 N Pointe Dr,Durham,NC,27705,(919) 220-5811,Sheba J. O'Briant,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.02831,-78.91953
3633,High Point,2300 N Main St,High Point,NC,27262,(336) 883-0500,Tracy L. Love,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.98527,-80.0245
3634,NW Raleigh,9517 Strickland Rd,Raleigh,NC,27615,(919) 844-7418,Donald A. Ludemann,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.901435,-78.655063
3637,Hendersonville,401 Linda Vista Dr,Hendersonville,NC,28792,(828) 692-8080,Teresa L. Peterson-Spoonholtz,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.336959,-82.452229
3638,Cornelius,17111 Statesville Road,Cornelius,NC,28031,(704) 987-0490,Vincent P. Kobera,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.44776,-80.866638
3639,E Charlotte,9501 Albemarle Rd,Charlotte,NC,28227,(704) 535-6982,Andrew E. Conrad,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.21081,-80.68138
3640,South Charlotte,5415 Ballantyne Cmmns Pk,Charlotte,NC,28277,(704) 814-6131,Pete Grasa,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.063811,-80.775005
3641,Winston Salem,5721 University Parkway,Winston Salem,NC,27105,(336) 744-2336,Alex B. Schendell,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.178023,-80.275781
3642,Statesville,240 Turnersburg Hwy,Statesville,NC,28625,(704) 872-5942,Gertrude Simpson,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.81582,-80.87659
3644,Apex,1000 Vision Dr,Apex,NC,27523,(919) 387-6554,Edward J. Nice,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.75198,-78.875439
3645,W Asheville,127 Acton Cir,Asheville,NC,28806,(828) 667-9298,Katharine L. Hill,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.556028,-82.643265
3646,S Boulevard Charlotte,4750 South Boulevard,Charlotte,NC,28217,(704) 522-8383,Angela J. Buford,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.17383,-80.87595
3647,Wake Forest,11915 Retail Drive,Wake Forest,NC,27587,(919) 562-2202,Jason Best,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.97072,-78.54149
3648,Shallotte,150-1 Shallotte Crossing,Shallotte,NC,28470,(910) 755-5444,Dan F. Mallon,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.977818,-78.375143
3650,Kitty Hawk,5300 N Croatan Hwy,Kitty Hawk,NC,27949,(252) 261-4115,Christopher Edwards,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.09946,-75.716839
3651,E Greensboro,2912 S Elm Eugene St,Greensboro,NC,27406,(336) 691-0613,Jason M. Carlino,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.03313,-79.79143
3652,Fuquay Varina,901 E Broad Street,Fuquay Varina,NC,27526,(919) 552-2881,Tara L. Tucker,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.59226,-78.78484
3655,"Jacksonville,NC",479 Western Blvd Hwy 17,Jacksonville,NC,28546,(910) 346-3074,Richard B. Webber,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,34.776361,-77.391565
3661,"Hillsborough,NC",625 Hampton Point Blvd,Hillsborough,NC,27278,(919) 245-0132,Cherry L. Garrison,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.057487,-79.084945
3662,Steele Creek,14310 Rivergate Pkwy,Charlotte,NC,28273,(704) 504-9836,John C. Reinke,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.10216,-80.9838
3663,Knightdale,1020 Shoppes At Midwy Dr,Knightdale,NC,27545,(919) 217-3093,Donald C. Mills,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,35.7857,-78.4855
3701,Fargo,4700 17th Avenue SW,Fargo,ND,58103,(701) 282-2078,Benjamin J. Blanchette,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 12:00-19:00,46.85359,-96.866374
3704,Minot Satellite Store,3425 S Broadway Suite B,Minot,ND,58701,(701) 837-0500,Jason R Barker,,,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 12:00-19:00,48.199237,-101.29369
3801,W Toledo,5900 W Airport Hwy,Toledo,OH,43615,(419) 866-3024,Shane C. Segur,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.614251,-83.681558
3803,North Olmsted,26241 Brookpark Road,North Olmsted,OH,44070,(440) 734-0556,James D. Mieden,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.41888,-81.913675
3804,Maple Heights,21000 Libby Rd,Maple Heights,OH,44137,(216) 581-6611,Melissa L. Ruh,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.41697,-81.53273
3805,Boardman,7001 Southern Blvd,Boardman,OH,44513,(330) 965-4790,Thomas D. Colley,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.027732,-80.656054
3806,Brooklyn,10800 Brookpark Rd,Cleveland,OH,44130,(216) 676-9969,James Willmott,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.41846,-81.76108
3807,Westgate,3200 Secor Rd,Toledo,OH,43606,(419) 537-1920,John L. Smith,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.6795,-83.62276
3808,"Niles, OH",1900 Niles Cortland,Warren,OH,44484,(330) 505-0225,Joann M. Webber,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.262906,-80.740856
3809,Cuyahoga Falls,325 Howe Ave,Cuyahoga Falls,OH,44221,(330) 922-3448,Clyde R. Hawthorne,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.11918,-81.48158
3810,"Canton, OH",4873 Portage St,Canton,OH,44720,(330) 497-1810,Jay Hissom,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,40.879617,-81.437841
3811,Cleveland Ave,6333 Cleveland Ave,Columbus,OH,43229,(614) 523-0600,Megan L. Torres,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,40.100648,-82.949846
3812,Beechmont,520 Ohio Pike,Cincinnati,OH,45255,(513) 688-1654,Barry C. Thompson,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,39.070975,-84.30551
3813,"Fields-Ertel, OH",5203 Bardes Rd,Mason,OH,45040,(513) 398-0937,Leslie E. Rowe,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,39.29535,-84.31814
3814,Cross County (Colerain),3461 Joseph Rd,Cincinnati,OH,45251,(513) 923-9157,Christopher W. Burch,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,39.231516,-84.592731
3815,Mentor,9615 Diamond Center Dr,Mentor,OH,44060,(440) 357-0428,Gregory L. Loney,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.71475,-81.294786
3816,Brice Road,2480 Brice Road,Reynoldsburg,OH,43068,(614) 577-1601,Robert S. Hillard,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,39.93589,-82.83047
