keywords,store_number,store_name,address,city,state,zip_code,phone_number,fax_number,store_hours,pharmacy_number,pharmacy_hours,latitude,longitude
Publix,785,Publix at Spanish River,4141 N Federal Hwy,Boca Raton,FL,33431-4528,(561) 361-0529,(561) 750-1803,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,26.3869738,-80.077708
Publix,786,Coweta Crossroads,100 Glenda Trce,Newnan,GA,30265-3863,(770) 502-0686,(770) 502-8758,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(770) 502-8665,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",33.409899,-84.687121
Publix,787,Sunshine Plaza,4121 W Commercial Blvd,Tamarac,FL,33319-3303,(954) 735-4808,(954) 735-2173,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,26.1881493,-80.2057565
Publix,788,Beachway Plaza,402 E Dania Beach Blvd,Dania Beach,FL,33004-3040,(954) 920-4289,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(954) 920-7660,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.051444,-80.136466
Publix,789,Grayson Village,2715 Loganville Hwy SW,Loganville,GA,30052-6660,(770) 822-0637,(770) 822-6034,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(770) 822-2852,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",33.8810151,-83.9382443
Publix,791,Imperial Lakes Plaza,2040 Shepherd Rd,Mulberry,FL,33860-8699,(863) 644-4166,,"Sun 7:30 AM - 10:00 PM, Mon 7:30 AM - 10:00 PM, Tues 7:30 AM - 10:00 PM, Wed 7:30 AM - 10:00 PM, Thurs 7:30 AM - 10:00 PM, Fri 7:30 AM - 10:00 PM, Sat 7:30 AM - 10:00 PM,",(863) 644-5929,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.9370388,-81.988151
Publix,792,Heron Creek Towne Center,1291 S Sumter Blvd,North Port,FL,34287-2337,(941) 426-6672,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(941) 426-6955,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.06923,-82.2086838
Publix,793,Plant City Crossing,2515 Thonotosassa Rd,Plant City,FL,33563-1464,(813) 719-6933,,"Sun 8:00 AM - 10:00 PM, Mon 8:00 AM - 10:00 PM, Tues 8:00 AM - 10:00 PM, Wed 8:00 AM - 10:00 PM, Thurs 8:00 AM - 10:00 PM, Fri 8:00 AM - 10:00 PM, Sat 8:00 AM - 10:00 PM,",(813) 754-8195,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.0252257,-82.1498095
Publix,794,Publix at Miami Shores,9050 Biscayne Blvd,Miami Shores,FL,33138-3222,(305) 751-4075,(305) 751-8261,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(305) 751-6366,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",25.8589472,-80.1833501
Publix,795,Gainesville Shopping Center,1302 N Main St,Gainesville,FL,32601-2346,(352) 375-2919,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(352) 375-6167,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",29.6641478,-82.3245264
Publix,796,Willa Springs Village,5655 Red Bug Lake Rd,Winter Springs,FL,32708-5013,(407) 695-0922,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 695-5814,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.646508,-81.269373
Publix,797,Crystal Springs Shopping Center,6760 W Gulf To Lake Hwy,Crystal River,FL,34429-9348,(352) 795-4679,,"Sun 8:00 AM - 9:00 PM, Mon 8:00 AM - 9:00 PM, Tues 8:00 AM - 9:00 PM, Wed 8:00 AM - 9:00 PM, Thurs 8:00 AM - 9:00 PM, Fri 8:00 AM - 9:00 PM, Sat 8:00 AM - 9:00 PM,",(352) 795-5393,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.889308,-82.548779
Publix,798,Lakewood Ranch Gateway,1755 Lakewood Ranch Blvd,Bradenton,FL,34211-4906,(941) 745-5677,,"Sun 8:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(941) 748-8817,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.483475,-82.431905
Publix,799,Wilshire Pavillion,1200 Highway 74 S Ste 20,Peachtree City,GA,30269-3071,(770) 486-0133,(770) 486-6586,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(770) 486-5559,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",33.3433079,-84.5354958
Publix,800,Shallowford Exchange,2562 Shallowford Rd NE,Atlanta,GA,30345-1202,(404) 636-1175,(404) 636-6753,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",,,33.8627072,-84.2874624
Publix,801,Bent Creek Shopping Center,2250 S Ferdon Blvd,Crestview,FL,32536-8457,(850) 682-0942,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(850) 682-5635,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",30.737808,-86.56631
Publix,802,Venice Shopping Center,535 Tamiami Trl S,Venice,FL,34285-2927,(941) 484-3346,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",(941) 485-4486,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.0915728,-82.4443536
Publix,803,Dacula Village,720 Dacula Rd,Dacula,GA,30019-7055,(770) 822-5959,(770) 822-6811,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(770) 822-6229,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",34.0025038,-83.911283
Publix,804,Hairston Crossing,2075 S Hairston Rd,Decatur,GA,30035-2504,(770) 322-1609,(770) 322-9049,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(770) 322-6557,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",33.730011,-84.196068
Publix,805,Coconut Creek Plaza,4849 Coconut Creek Pkwy,Coconut Creek,FL,33063-3944,(954) 975-2490,(954) 975-2042,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(954) 975-4377,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.24589,-80.189884
Publix,806,Pix Convenience Store,2175 E County Road 540a,Lakeland,FL,33813-3794,(863) 647-1402,(863) 647-9594,"Sun 5:00 AM - 12:00 AM, Mon 5:00 AM - 12:00 AM, Tues 5:00 AM - 12:00 AM, Wed 5:00 AM - 12:00 AM, Thurs 5:00 AM - 12:00 AM, Fri 5:00 AM - 12:00 AM, Sat 5:00 AM - 12:00 AM,",,,27.95247,-81.92403
Publix,807,Pix Convenience Store,1108 Spirit Lake Rd,Winter Haven,FL,33880-1257,(863) 294-7331,(863) 294-6503,"Sun 5:00 AM - 12:00 AM, Mon 5:00 AM - 12:00 AM, Tues 5:00 AM - 12:00 AM, Wed 5:00 AM - 12:00 AM, Thurs 5:00 AM - 12:00 AM, Fri 5:00 AM - 12:00 AM, Sat 5:00 AM - 12:00 AM,",,,28.005398,-81.778149
Publix,808,Pix Convenience Store,801 Cypress Pkwy,Poinciana,FL,34759-3408,(321) 697-5649,(321) 697-5674,"Sun 5:00 AM - 12:00 AM, Mon 5:00 AM - 12:00 AM, Tues 5:00 AM - 12:00 AM, Wed 5:00 AM - 12:00 AM, Thurs 5:00 AM - 12:00 AM, Fri 5:00 AM - 12:00 AM, Sat 5:00 AM - 12:00 AM,",,,28.147159,-81.452427
Publix,809,Pix Convenience Store,2196 Howland Blvd,Deltona,FL,32738-3457,(386) 789-6999,(386) 789-4985,"Sun 5:00 AM - 11:00 PM, Mon 5:00 AM - 11:00 PM, Tues 5:00 AM - 11:00 PM, Wed 5:00 AM - 11:00 PM, Thurs 5:00 AM - 11:00 PM, Fri 5:00 AM - 11:00 PM, Sat 5:00 AM - 11:00 PM,",,,28.92577,-81.190341
Publix,810,Riverwalk Crossings,11400 Ridge Rd,New Port Richey,FL,34654-5310,(727) 848-4185,,"Sun 8:00 AM - 9:00 PM, Mon 8:00 AM - 9:00 PM, Tues 8:00 AM - 9:00 PM, Wed 8:00 AM - 9:00 PM, Thurs 8:00 AM - 9:00 PM, Fri 8:00 AM - 9:00 PM, Sat 8:00 AM - 9:00 PM,",(727) 848-3445,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.273991,-82.6263456
Publix,811,Naples Lakes Village Center,8585 Collier Blvd,Naples,FL,34114-3548,(239) 774-5080,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",(239) 774-2938,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",26.1133165,-81.6869722
Publix,812,Regency Village Shopping Center,8145 Vineland Ave,Orlando,FL,32821-6847,(407) 238-9924,(407) 238-4650,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,28.38703,-81.48581
Publix,813,Mariner Commons,4158 Mariner Blvd,Spring Hill,FL,34609-2468,(352) 688-0161,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(352) 688-2066,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.4915709,-82.5412556
Publix,814,Bellair Plaza,2595 N Atlantic Ave,Daytona Beach,FL,32118-3203,(386) 677-3098,(386) 677-1942,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(386) 677-1073,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",29.2630344,-81.0261458
Publix,815,Palm Plaza,717 N 14th St,Leesburg,FL,34748-4205,(352) 787-4176,,"Sun 7:30 AM - 9:00 PM, Mon 7:30 AM - 9:00 PM, Tues 7:30 AM - 9:00 PM, Wed 7:30 AM - 9:00 PM, Thurs 7:30 AM - 9:00 PM, Fri 7:30 AM - 9:00 PM, Sat 7:30 AM - 9:00 PM,",(352) 787-0664,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.8190566,-81.887719
Publix,816,Paradise Pointe at Lake Dow,920 Highway 81 E,McDonough,GA,30252-2978,(770) 898-1213,(770) 914-2459,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(770) 898-3593,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",33.438265,-84.1202763
Publix,817,Lantana Shopping Center,1589 Lantana Rd,Lantana,FL,33462-1537,(561) 585-4225,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(561) 588-8633,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.5874045,-80.0668319
Publix,818,Aberdeen,8340 S Jog Rd,Boynton Beach,FL,33472-6904,(561) 734-6252,(561) 734-5765,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",,,26.5515636,-80.1501041
Publix,819,Publix at St. Andrews,5473 NW Saint James Dr,Port Saint Lucie,FL,34983-3444,(772) 878-6119,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(772) 878-1526,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",27.35486,-80.357746
Publix,820,Cooper City Commons,9359 Sheridan St,Hollywood,FL,33024-8560,(954) 433-2262,,"Sun 6:30 AM - 10:00 PM, Mon 6:30 AM - 11:00 PM, Tues 6:30 AM - 11:00 PM, Wed 6:30 AM - 11:00 PM, Thurs 6:30 AM - 11:00 PM, Fri 6:30 AM - 11:00 PM, Sat 6:30 AM - 11:00 PM,",(954) 433-2710,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.032159,-80.266342
Publix,821,Paradise Place,4075 Haverhill Rd N,West Palm Beach,FL,33417-8115,(561) 683-0412,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(561) 683-5214,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.737491,-80.119359
Publix,822,The Shoppes at Western Woods,8140 W McNab Rd,North Lauderdale,FL,33068-4138,(954) 722-0599,(954) 721-2735,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,26.206635,-80.237031
Publix,823,Lynn Haven Center,2310 S Highway 77,Lynn Haven,FL,32444-4616,(850) 271-6180,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(850) 271-6190,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",30.223024,-85.651235
Publix,824,Palmetto Pavilion,8409 Dorchester Rd Ste 104,North Charleston,SC,29420-7324,(843) 767-5970,(843) 767-4624,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(843) 767-5975,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",32.9129506,-80.10974
Publix,825,Mountain Park Plaza,4750 Alabama Rd NE Ste 107,Roswell,GA,30075-1680,(770) 645-0144,(770) 645-6816,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",,,34.065697,-84.422792
Publix,826,Coral Pointe Shopping Center,1631 Del Prado Blvd S,Cape Coral,FL,33990-6739,(239) 772-3332,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(239) 574-9183,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",26.6186387,-81.9395863
Publix,827,Publix at Holly Hill,1850 Ridgewood Ave,Holly Hill,FL,32117-1738,(386) 677-7161,(386) 677-2623,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",(386) 677-9495,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",29.261853,-81.05161
Publix,828,University Walk,2875 University Pkwy,Sarasota,FL,34243-4201,(941) 358-1169,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(941) 358-5250,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.390489,-82.511825
Publix,829,Rice Creek Village,4611 Hard Scrabble Rd,Columbia,SC,29229-8584,(803) 699-8131,(803) 736-9799,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(803) 736-9599,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",34.153403,-80.9127
Publix,830,Conway Crossing,4501 Hoffner Ave,Orlando,FL,32812-2305,(407) 850-1018,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 850-2373,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.4805346,-81.3291106
Publix,831,Lutz Lake Crossing,19221 N Dale Mabry Hwy,Lutz,FL,33548-5067,(813) 949-3882,,"Sun 8:00 AM - 10:00 PM, Mon 8:00 AM - 10:00 PM, Tues 8:00 AM - 10:00 PM, Wed 8:00 AM - 10:00 PM, Thurs 8:00 AM - 10:00 PM, Fri 8:00 AM - 10:00 PM, Sat 8:00 AM - 10:00 PM,",(813) 949-3292,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.156502,-82.481644
Publix,832,Publix Sabor,1585 W 49th St,Hialeah,FL,33012-2924,(305) 828-2180,(305) 231-7180,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(305) 821-0429,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",25.868891,-80.314008
Publix,833,Cornerstone at Lake Mary,825 Rinehart Rd,Lake Mary,FL,32746-4867,(407) 322-9985,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 324-9822,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.781173,-81.345712
Publix,834,Apex,16560 N Nebraska Ave,Lutz,FL,33549-6172,(813) 264-5590,,"Sun 8:00 AM - 10:00 PM, Mon 8:00 AM - 10:00 PM, Tues 8:00 AM - 10:00 PM, Wed 8:00 AM - 10:00 PM, Thurs 8:00 AM - 10:00 PM, Fri 8:00 AM - 10:00 PM, Sat 8:00 AM - 10:00 PM,",(813) 264-6950,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.1070994,-82.4586692
Publix,835,Plaza Del Paraiso,12100 SW 127th Ave,Miami,FL,33186-4663,(305) 238-1019,(305) 238-5352,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(305) 238-5184,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",25.655697,-80.400696
Publix,836,Publix at Northgate,1395 6th St NW,Winter Haven,FL,33881-2364,(863) 299-8000,,"Sun 8:00 AM - 9:00 PM, Mon 8:00 AM - 9:00 PM, Tues 8:00 AM - 9:00 PM, Wed 8:00 AM - 9:00 PM, Thurs 8:00 AM - 9:00 PM, Fri 8:00 AM - 9:00 PM, Sat 8:00 AM - 9:00 PM,",(863) 294-8282,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.034419,-81.734048
Publix,837,Westport Plaza,6525 Nova Dr,Davie,FL,33317-7401,(954) 423-9599,(954) 370-0328,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,26.086704,-80.2309271
Publix,838,Valleydale Village,5188 Caldwell Mill Rd,Birmingham,AL,35244-1915,(205) 980-7500,(205) 980-7505,"Sun 6:30 AM - 10:00 PM, Mon 6:30 AM - 10:00 PM, Tues 6:30 AM - 10:00 PM, Wed 6:30 AM - 10:00 PM, Thurs 6:30 AM - 10:00 PM, Fri 6:30 AM - 10:00 PM, Sat 6:30 AM - 10:00 PM,",(205) 980-7511,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",33.3854269,-86.7395782
