store_number,store_type,address,city,state,zip_code,phone_number,playplace,drive_thru,arch_card,free_wifi,latitude,longitude
14359,FREESTANDING,3455 N PINE AVE,OCALA,FL,34475,(352)840-9595,N,Y,Y,Y,29.222684,-82.14665
14362,FREESTANDING,18000 MATENY RD,GERMANTOWN,MD,20874,(301)916-1957,N,Y,Y,Y,39.146726,-77.274318
14363,FREESTANDING,2241 US 23 S BAY,ALPENA,MI,49707,(989)354-5378,N,Y,Y,Y,45.043569,-83.455882
14369,FREESTANDING,8681 S ALAMEDA,LOS ANGELES,CA,90002,(323)583-3266,N,Y,Y,Y,33.95817,-118.231385
14370,FREESTANDING,2702 S COLLEGE RD (LONG LEAF),WILMINGTON,NC,28412,(910)799-0024,Y,Y,Y,Y,34.197651,-77.889359
14372,FREESTANDING,1601 ALTON RD,MIAMI BEACH,FL,33139-2420,(305)672-7055,N,Y,Y,Y,25.789141,-80.140924
14377,FREESTANDING,3316 N. COBB PARKWAY,ACWORTH,GA,30101,(770)917-9881,Y,Y,Y,Y,34.035102,-84.675858
14380,STOREFRONT,7580 TELEGRAPH RD,ALEXANDRIA,VA,22315,(703)922-4724,N,N,Y,Y,38.752701,-77.139991
14384,FREESTANDING,2 N WESTEND BLVD,QUAKERTOWN,PA,18951,(215)536-2622,Y,Y,Y,Y,40.444085,-75.359409
14385,FREESTANDING,3708 EASTON NAZARETH HWY,EASTON,PA,18045,(610)559-8962,Y,Y,Y,Y,40.715486,-75.285281
14401,FREESTANDING,4010 ALAMEDA AVE,OAKLAND,CA,94601,(510)536-9073,N,Y,Y,Y,37.768325,-122.223462
14402,FREESTANDING,1916 CAPITAL CIR NE,TALLAHASSEE,FL,32308-4454,(850)671-1430,N,Y,Y,Y,30.475717,-84.236367
14403,FREESTANDING,3140 KIRCHOFF RD,ROLLING MEADOWS,IL,60008-1820,(847)670-0780,Y,Y,Y,Y,42.078584,-88.019197
14405,FREESTANDING,236 N HUMBOLT AVE,WILLOWS,CA,95988,(530)934-5618,N,Y,Y,Y,39.522497,-122.211693
14406,FREESTANDING,840 N KENTUCKY ST,KINGSTON,TN,37763,(865)376-0177,Y,Y,Y,Y,35.878121,-84.509851
14409,FREESTANDING,100 RT 98 W,NUTTER FORT,WV,26301,(304)624-0080,N,Y,Y,Y,39.264899,-80.328539
14416,FREESTANDING,225 N KIMBALL,SOUTHLAKE,TX,76092,(817)329-8959,Y,Y,Y,Y,32.94266,-97.115934
14417,FREESTANDING,14770 PRESTON RD,DALLAS,TX,75240,(972)233-8788,Y,Y,Y,Y,32.949479,-96.802948
14421,FREESTANDING,494 GROW AVE,MONTROSE,PA,18801,(570)278-9444,Y,Y,Y,Y,41.835971,-75.865075
14422,HOSPITAL,702 BARNHILL DR,INDIANAPOLIS,IN,46202,(317)278-3948,N,N,Y,N,39.77699,-86.175679
14424,FREESTANDING,115 S COLUMBIA,UNION CITY,IN,47390,(765)964-7000,Y,Y,Y,Y,40.197521,-84.808176
14428,FREESTANDING,2640 VALLEY DALE RD,BIRMINGHAM,AL,35244,(205)408-7448,Y,Y,Y,Y,33.384266,-86.739723
14430,FREESTANDING,26240 W 174TH ST,GARDNER,KS,66030,(913)856-8123,N,Y,Y,Y,38.813032,-94.889786
14434,FREESTANDING,3672 MASSILLON RD,UNIONTOWN,OH,44685,(330)896-9303,Y,Y,Y,Y,40.961568,-81.466023
14437,FREESTANDING,2133 ARGILLITE RD,FLATWOODS,KY,41139,(606)836-7061,N,Y,Y,Y,38.520125,-82.720626
14440,FREESTANDING,12602 ALONDRA BLVD,NORWALK,CA,90650,(562)802-7008,Y,Y,Y,Y,33.887421,-118.063608
14441,FREESTANDING,860 E I 20,ARLINGTON,TX,76018,(817)784-9299,Y,Y,Y,Y,32.675589,-97.093365
14444,FREESTANDING,6440 W BANNER ST,LODI,CA,95242,(209)334-9677,N,Y,Y,Y,38.114392,-121.394398
14445,FREESTANDING,6749 WATT AVE,NORTH HIGHLANDS,CA,95660,(916)344-9288,N,Y,Y,Y,38.689891,-121.383389
14446,FREESTANDING,123 NORTHSTAR DRIVE,HOLTS SUMMIT,MO,65043,(573)896-8606,Y,Y,Y,Y,38.655451,-92.113771
14447,FREESTANDING,2001 EVERETT AVE,EVERETT,WA,98201-3650,(425)252-8148,N,Y,Y,Y,47.982239,-122.202576
14451,FREESTANDING,2095 SW 484,OCALA,FL,34473,(352)307-0828,N,Y,Y,Y,29.025985,-82.160494
14461,FREESTANDING,1977 CUMBERLAND FALLS HWY,CORBIN,KY,40701,(606)526-9002,Y,Y,Y,Y,36.917473,-84.127853
14464,FREESTANDING,7455 GOODMAN ROAD,OLIVE BRANCH,MS,38654,(662)893-2900,Y,Y,Y,Y,34.961612,-89.856911
14468,FREESTANDING,8011 SLIDE RD,LUBBOCK,TX,79424-2805,(806)794-2089,Y,Y,Y,Y,33.520219,-101.921733
14470,FREESTANDING,211 W MAIN ST,KINGWOOD,WV,26537,(304)329-1889,N,Y,Y,Y,39.471845,-79.690426
14473,FREESTANDING,3868 E. 3RD ST.,EAST LOS ANGELES,CA,90063,(323)265-3029,Y,Y,Y,Y,34.033038,-118.183786
14484,FREESTANDING,3733N 19TH ST,WACO,TX,76708,(254)714-1055,Y,Y,Y,Y,31.580233,-97.1721
14489,FREESTANDING,2319 THOMAS DR,PANAMA CITY,FL,32402,(850)234-8060,N,Y,Y,Y,30.161255,-85.753704
14490,FREESTANDING,14001 TOWNE LOOP BLVD,ORLANDO,FL,32837-6131,(407)438-8114,Y,Y,Y,Y,28.361105,-81.423117
14491,FREESTANDING,13401 LANDSTAR BLVD,ORLANDO,FL,32824-9436,(407)857-5076,Y,Y,Y,Y,28.371838,-81.366263
14492,FREESTANDING,2050 STATE RTE 60 E,VALRICO,FL,33594,(813)662-0275,N,Y,Y,Y,27.93839,-82.253153
14493,FREESTANDING,10 RISING SUN TOWN CENTER,RISING SUN,MD,21911,(410)658-7045,N,Y,Y,Y,39.698322,-76.055751
14497,FREESTANDING,5480 FOREST DR,COLUMBIA,SC,29206,(803)790-2645,Y,Y,Y,Y,34.022715,-80.950319
14499,GAS STATION,110 W FOURTH ST,ADEL,GA,31620-2512,(229)896-3034,N,Y,Y,Y,31.133996,-83.434326
14514,FREESTANDING,4200 N BROAD ST,PHILADELPHIA,PA,19140,(215)329-8155,N,Y,Y,Y,40.01737,-75.149889
14516,FREESTANDING,5020 CITY LINE AVE,PHILADELPHIA,PA,19131,(215)879-8950,N,Y,Y,Y,39.999466,-75.2294
14518,FREESTANDING,1101 E TREMONT AVE,BRONX,NY,10460,(718)824-4123,N,Y,Y,Y,40.840401,-73.876884
14520,FREESTANDING,724 E 241ST ST,BRONX,NY,10470,(718)231-2085,N,Y,Y,Y,40.902653,-73.849564
14527,FREESTANDING,61 N MAIN ST,UNION CITY,PA,16438,(814)438-1011,N,Y,Y,Y,41.900731,-79.845136
14528,FREESTANDING,2 SOUTH BROADWAY,COAL CITY,IL,60416,(815)634-4412,N,Y,Y,Y,41.28743,-88.285855
14530,FREESTANDING,1545 E FIFTH STREET,METROPOLIS,IL,62960,(618)524-1097,Y,Y,Y,Y,37.15375,-88.713017
14531,FREESTANDING,1020 S MAIN ST,PIEDMONT,MO,63957-0245,(573)223-7484,Y,Y,Y,Y,37.145145,-90.700053
14537,FREESTANDING,3611 CRATER LAKE HWY,MEDFORD,OR,97504,(541)857-2904,N,Y,Y,Y,42.366328,-122.856608
14541,FREESTANDING,798 BEAR MOUNTAIN BLVD,ARVIN,CA,93203,(661)854-7512,N,Y,Y,Y,35.209422,-118.832948
14547,FREESTANDING,20500 TORRENCE CHAPEL RD,CORNELIUS,NC,28031,(704)892-8791,Y,Y,Y,Y,35.483789,-80.876478
14550,FREESTANDING,1605 E MITCHELL HAMMOCK RD,OVIEDO,FL,32765,(407)977-9086,Y,Y,Y,Y,28.656619,-81.180815
14552,FREESTANDING,414 W MARTIN LUTHER KING BLVD,AUSTIN,TX,78701,(512)494-0043,N,Y,Y,Y,30.282412,-97.742904
14553,FREESTANDING,27951 WALKER SOUTH RD,WALKER,LA,70785,(225)665-2829,N,Y,Y,Y,30.474119,-90.863874
14554,FREESTANDING,376 FEURA BUSH RD,GLENMONT,NY,12077,(518)449-1012,N,Y,Y,Y,42.601501,-73.793216
14556,FREESTANDING,967 RT 376,WAPPINGERS FALLS,NY,12590,(845)227-7451,N,Y,Y,Y,41.607248,-73.835601
14557,FREESTANDING,295 SAN ANTONIO AVE,MANY,LA,71449,(318)256-0047,N,Y,Y,Y,31.567933,-93.4896
14558,FREESTANDING,327 BLOOMINGDALE AVE,FEDERALSBURG,MD,21632,(410)754-3333,N,Y,Y,Y,38.696872,-75.787237
14561,FREESTANDING,1414 PLEASANT HILL RD,LAWRENCEVILLE,GA,30044,(770)925-2638,Y,Y,Y,Y,33.939723,-84.120875
14562,FREESTANDING,15940 DAM RD,CLEARLAKE,CA,95422,(707)994-6191,N,Y,Y,Y,38.929988,-122.617196
14566,FREESTANDING,35 BOUND AVE,MILTON,PA,17847,(570)742-4420,Y,Y,Y,Y,41.019422,-76.853699
14575,FREESTANDING,3401 ROBINHOOD RD,WINSTON SALEM,NC,27106,(336)774-1625,N,Y,Y,Y,36.117298,-80.314503
14581,FREESTANDING,8062 HWY 64,BARTLETT,TN,38133,(901)382-8177,Y,Y,Y,Y,35.205074,-89.793835
14584,FREESTANDING,2642 SANTA ROSA AVE,SANTA ROSA,CA,95407,(707)569-9222,N,Y,Y,Y,38.413494,-122.713009
14587,FREESTANDING,209 61 S BANKS ST,STERLING,VA,20165,(703)421-8814,N,Y,Y,N,39.03544,-77.397734
14590,FREESTANDING,416 OBERLIN RD,RALEIGH,NC,27610,(919)833-9101,N,Y,Y,Y,35.790579,-78.662504
14592,FREESTANDING,129 N MAIN ST,MARION,KY,42064,(270)965-5866,N,Y,Y,Y,37.334166,-88.081555
14618,STOREFRONT,839 8TH & H ST NE,WASHINGTON,DC,20002,(202)546-4640,N,N,Y,Y,38.89977,-76.993968
14621,STOREFRONT,7570 ANNAPOLIS RD (SATELITE),LANHAM,MD,20784,(301)731-1958,N,N,Y,Y,38.949397,-76.886378
14630,FREESTANDING,765 ACADEMY DR,BESSEMER,AL,35022-5276,(205)425-4727,Y,Y,Y,Y,33.362789,-86.998221
14635,FREESTANDING,3529 172ND ST NE,ARLINGTON,WA,98223-8758,(360)658-7337,Y,Y,Y,Y,48.152988,-122.181788
14641,FREESTANDING,8120 S EASTERN,LAS VEGAS,NV,89123,(702)896-5353,N,Y,Y,Y,36.041879,-115.117908
14646,FREESTANDING,801 VANTAGE WAY CT,NASHVILLE,TN,37228,(615)255-0099,N,Y,Y,Y,36.1906,-86.799331
14647,FREESTANDING,1464 RITCHIE HWY,ARNOLD,MD,21012,(410)626-7433,N,Y,Y,Y,39.029326,-76.504959
14664,FREESTANDING,8760 LANSING RD,DURAND,MI,48429,(989)288-5985,N,Y,Y,Y,42.924638,-83.993961
14665,FREESTANDING,401 E EXPY 83,LA JOYA,TX,78572,(956)580-0339,N,Y,Y,Y,26.248177,-98.475368
14668,FREESTANDING,8121 UNIVERSITY CITY BLVD,CHARLOTTE,NC,28213,(704)596-0400,Y,Y,Y,Y,35.294535,-80.747959
14673,FREESTANDING,23RD & SOUTHERN,RIO RANCHO,NM,87124,(505)892-6222,Y,Y,Y,Y,35.241976,-106.691466
14679,FREESTANDING,1398 W. SAN CARLOS,SAN JOSE,CA,95126,(408)275-0389,N,Y,Y,Y,37.32322,-121.913297
14680,GAS STATION,1249 GREAT MALL DR,MILPITAS,CA,95035,(408)935-8225,N,Y,Y,Y,37.412754,-121.897733
14681,FREESTANDING,1711 AIRLINE HWY,HOLLISTER,CA,95023,(831)637-9143,Y,Y,Y,Y,36.837093,-121.389149
14685,FREESTANDING,6030 EAST HIGHWAY 100,FLAGLER BEACH,FL,32136,(386)439-9070,N,Y,Y,Y,29.476529,-81.181009
14687,FREESTANDING,1720 W LINDSEY ST,NORMAN,OK,73069,(405)329-4800,N,Y,Y,Y,35.203561,-97.466609
14696,FREESTANDING,200 E WALNUT,THAYER,MO,65791,(417)264-2712,N,Y,Y,Y,36.523208,-91.534486
14697,FREESTANDING,911 SW WILSHIRE BLVD,BURLESON,TX,76028,(817)295-6373,Y,Y,Y,Y,32.529613,-97.338835
14700,FREESTANDING,920 W MESQUITE BLVD,MESQUITE,NV,89024,(702)346-7536,N,Y,Y,Y,36.803443,-114.099108
14701,FREESTANDING,715 TINKLING SPRING RD,FISHERSVILLE,VA,22939,(540)337-0420,N,Y,Y,Y,38.081827,-78.991482
14702,FREESTANDING,4125 JOSEY LN,CARROLLTON,TX,75007,(972)395-9066,Y,Y,Y,Y,33.024349,-96.88562
14708,GAS STATION,126 W RAY FINE BLVD,ROLAND,OK,74954,(918)427-4241,N,Y,Y,Y,35.405646,-94.522811
14719,GAS STATION,11445 JAMES MADISON HWY,GORDONSVILLE,VA,22942,(434)589-6753,N,Y,Y,Y,37.973692,-78.215496
14721,FREESTANDING,301 W BROADDUS AVE,BOWLING GREEN,VA,22427,(804)633-1212,Y,Y,Y,Y,38.048402,-77.357478
14723,FREESTANDING,135 RICHMOND HWY,AMHERST,VA,24521,(434)946-9009,N,Y,Y,Y,37.586997,-79.048432
14725,FREESTANDING,2544 ANDERSON HWY,POWHATAN,VA,23139,(804)598-6289,N,Y,Y,Y,37.523096,-77.822591
14726,FREESTANDING,15175 PATRICK HENRY HWY,AMELIA,VA,23002,(804)561-5544,Y,Y,Y,Y,37.360411,-77.95425
14727,FREESTANDING,4188 RICHMOND RD,WARSAW,VA,22572,(804)333-9689,Y,Y,Y,Y,37.964543,-76.786333
14729,FREESTANDING,4242 NORWOOD AVENUE,SACRAMENTO,CA,95838,(916)920-4242,N,Y,Y,Y,38.644693,-121.456349
14730,FREESTANDING,1409 N KELLOGG ST,KENNEWICK,WA,99336-7691,(509)783-3718,Y,Y,Y,Y,46.2262,-119.208056
14733,FREESTANDING,313 1ST AVE S,ST. JAMES,MN,56081,(507)375-7552,Y,Y,Y,Y,43.98123,-94.631499
14734,FREESTANDING,3078 ROUTE 22,DOVER PLAINS,NY,12522,(845)877-3514,N,Y,Y,Y,41.735226,-73.580101
14736,FREESTANDING,720-724 NORTH AVE,NEW ROCHELLE,NY,10801,(914)636-9223,N,N,Y,Y,40.926161,-73.789119
14738,FREESTANDING,600 W STATE RD,ISLAND LAKE,IL,60042,(847)487-1720,Y,Y,Y,Y,42.282548,-88.208209
14748,FREESTANDING,364 DIX AVE,QUEENSBURY,NY,12804,(518)792-3056,N,Y,Y,Y,43.314727,-73.609414
14749,FREESTANDING,904 DOLLY PARTON PKY,SEVIERVILLE,TN,37862,(865)429-7074,N,Y,Y,Y,35.865085,-83.545666
14767,FREESTANDING,1530 COLONIAL BLVD,FT MYERS,FL,33919,(239)936-1424,N,Y,Y,Y,26.596301,-81.884479
14768,FREESTANDING,8505 NW 186TH STREET,MIAMI,FL,33015,(305)829-5113,N,Y,Y,N,25.942678,-80.340583
14777,FREESTANDING,4005 W PARKER RD,PLANO,TX,75023,(972)985-8499,Y,Y,Y,Y,33.042094,-96.771214
14779,FREESTANDING,105 S PRAIRIE ST,MACOMB,IL,61455,(309)837-2810,N,Y,Y,Y,40.458207,-90.651932
14780,STOREFRONT,1286 1ST AVE @ 69TH ST,NEW YORK,NY,10021,(212)249-3551,N,N,Y,Y,40.765888,-73.957161
14782,FREESTANDING,1148 DIXIE HWY,CORAL GABLES,FL,33141,(305)666-9919,N,Y,Y,Y,25.715959,-80.274593
14783,FREESTANDING,3921 BOLGER,INDEPENDENCE,MO,64055,(816)373-8154,N,Y,Y,Y,39.047545,-94.365434
14806,FREESTANDING,28929 N WAUKEGAN RD,LAKE BLUFF,IL,60044,(847)735-1088,N,Y,Y,Y,42.281953,-87.879644
14807,FREESTANDING,665 S RT 83,MUNDELEIN,IL,60060,(847)949-7007,Y,Y,Y,Y,42.255606,-88.021926
14809,FREESTANDING,2050 E CHARLESTON BLVD,LAS VEGAS,NV,89104,(702)387-0166,N,Y,Y,Y,36.158526,-115.119297
14816,FREESTANDING,2611 S LINCOLN ST,JEROME,ID,83338,(208)324-5505,Y,Y,Y,Y,42.694754,-114.519277
14822,GAS STATION,1790 S FLORISSANT,COOL VALLEY,MO,63121,(314)521-1062,N,Y,Y,Y,38.723333,-90.30448
14843,FREESTANDING,2007 S BRIDGE ST,YORKVILLE,IL,60560,(630)553-1893,N,Y,Y,Y,41.617857,-88.447666
14888,FREESTANDING,12593 N. HICKORY ST,LOXLEY,AL,36551-3131,(251)964-4155,N,Y,Y,Y,30.646853,-87.761219
14896,FREESTANDING,1550 GRAND AVE,GROVER CITY,CA,93433,(805)481-0560,N,Y,Y,Y,35.120835,-120.612473
14901,FREESTANDING,400 N HWY 7,PLEASANT HILL,MO,64080,(816)540-5489,N,Y,Y,Y,38.790021,-94.261673
14904,FREESTANDING,2840 AMERICAN LEGION BLVD,MOUNTAIN HOME,ID,83647,(208)587-8650,N,Y,Y,Y,43.136983,-115.664387
14933,FREESTANDING,3301 W COLLEGE AVE,APPLETON,WI,54914-3921,(920)731-7792,N,Y,Y,Y,44.261151,-88.456323
14936,FREESTANDING,1120 W WENDOVER BLVD,WEST WENDOVER,NV,89835,(775)664-3633,N,Y,Y,Y,40.739086,-114.06389
14951,FREESTANDING,300 MARKET PLACE DR,OAKDALE,PA,15071,(724)695-1961,N,Y,Y,Y,40.440902,-80.239349
14952,FREESTANDING,1043 OLD US 52,NEW RICHMOND,OH,45157,(513)553-0581,N,Y,Y,Y,38.967644,-84.286484
14956,FREESTANDING,1030 EAST UNIVERSITY AVENUE,GAINESVILLE,FL,32601,(352)376-0830,N,Y,Y,Y,29.652289,-82.312657
14957,FREESTANDING,409 EMORY RD,POWELL,TN,37938,(865)947-3962,Y,Y,Y,Y,36.050083,-83.998971
14958,FREESTANDING,2716 MAYNARDVILLE HWY (HWY 33),MAYNARDVILLE,TN,37807,(865)992-9500,N,Y,Y,Y,36.226613,-83.843308
14961,GAS STATION,4413 CAPITAL BLVD,RALEIGH,NC,27604,(919)878-0155,N,Y,Y,Y,35.84413,-78.58068
14963,FREESTANDING,29 E CHELTEN AVE,PHILADELPHIA,PA,19144,(215)438-1244,N,Y,Y,Y,40.036686,-75.174316
14970,STOREFRONT,86 MAIN ST,HEMPSTEAD,NY,11550,(516)486-9252,N,N,Y,Y,40.709514,-73.624912
14971,STOREFRONT,401 PARK AVE S,NEW YORK,NY,10016,(212)683-4919,N,N,Y,Y,40.743462,-73.983704
14973,FREESTANDING,200 N CHARLESTON AVE,FORT MEADE,FL,33841,(863)285-6993,N,Y,Y,Y,27.75455,-81.801123
14975,FREESTANDING,1796 E LUGONIA AVE,REDLANDS,CA,92374,(909)389-9484,Y,Y,Y,Y,34.069729,-117.139182
14976,FREESTANDING,20221 HWY 18,APPLE VALLEY,CA,92307,(760)946-9076,Y,Y,Y,Y,34.526431,-117.221825
14988,GAS STATION,59 NORTH ST,DRYDEN,NY,13053,(607)844-3960,N,Y,Y,Y,42.495936,-76.298605
14992,FREESTANDING,102 N RIDGE RD,MINOOKA,IL,60447,(815)467-0015,Y,Y,Y,Y,41.455436,-88.270712
14997,FREESTANDING,621 E 200 NORTH,ROOSEVELT,UT,84066,(435)722-5822,N,Y,Y,Y,40.302619,-109.982122
15034,FREESTANDING,1335 S WASHINGTON,EMMETT,ID,83617,(208)365-1281,Y,Y,Y,Y,43.863313,-116.500629
15036,FREESTANDING,3420 E WALTON,AUBURN HILLS,MI,48321-4080,(248)475-1806,N,Y,Y,Y,42.678322,-83.22242
15038,FREESTANDING,3000 USHY 27 N,SEBRING,FL,33870,(863)386-4669,N,Y,Y,Y,27.5108,-81.493093
15039,FREESTANDING,1130 7TH AVE,TWO HARBORS,MN,55616,(218)834-5099,N,Y,Y,Y,47.025036,-91.682035
15041,GAS STATION,3100 BROWNSMILL RD,JOHNSON CITY,TN,37604,(423)915-0328,N,Y,Y,Y,36.358561,-82.394308
15046,FREESTANDING,25 COMMERCE BLVD.,BENTON,KY,42025,(270)527-2924,Y,Y,Y,Y,36.86502,-88.35576
15055,FREESTANDING,501 BEAUMONT AVE,BEAUMONT,CA,92223,(951)769-3949,Y,Y,Y,Y,33.928091,-116.977661
15078,FREESTANDING,USHY 29 & 703,CHATHAM,VA,24531,(434)432-2966,N,Y,Y,Y,36.789899,-79.394592
15080,FREESTANDING,355 S MAIN ST,WAYNESVILLE,OH,45068,(513)897-1110,N,Y,Y,Y,39.527155,-84.089431
15090,FREESTANDING,780 QUINTANA RD,MORRO BAY,CA,93442-1940,(805)772-6703,N,Y,Y,Y,35.368139,-120.842956
15101,FREESTANDING,862 TROY ROAD,MOSCOW,ID,83843,(208)882-1953,N,Y,Y,Y,46.722348,-116.989017
15102,FREESTANDING,2605 L STREET,ORD,NE,68862,(308)728-7655,N,Y,Y,Y,41.602763,-98.941872
15109,FREESTANDING,"RTE 12 B, PO BOX 188",HAMILTON,NY,13346,(315)824-4001,N,Y,Y,Y,42.834359,-75.549619
15124,FREESTANDING,1010 N STATE ST,JACKSON,MS,39202,(601)948-6072,N,Y,Y,Y,32.31249,-90.177428
15125,HOSPITAL,1350 E WOODROW WILSON AVE,JACKSON,MS,39216,(601)362-7799,N,N,Y,N,32.327639,-90.173071
15130,FREESTANDING,ONE VARNUM AVE,LOWELL,MA,01854-2510,(978)454-1199,N,Y,Y,Y,42.649998,-71.332291
15132,FREESTANDING,326 W HURON ST,AUGRES,MI,48703,(989)876-2900,Y,Y,Y,Y,44.048781,-83.700858
15144,FREESTANDING,14699 SW 42TH ST,MIAMI,FL,33175,(305)226-2422,N,Y,Y,Y,25.729033,-80.431431
15151,FREESTANDING,159 EAST 300 S,KANAB,UT,84741,(435)644-5563,N,Y,Y,Y,37.043263,-112.525092
15152,FREESTANDING,784 VIRGINIA AVE,WELCH,WV,24801,(304)436-2673,N,Y,Y,Y,37.431664,-81.569834
15153,FREESTANDING,8800 S HOWELL AVE,OAK CREEK,WI,53154-3802,(414)571-9621,Y,Y,Y,Y,42.884607,-87.911497
15154,FREESTANDING,5000-85 HIGHWAY 17,ORANGE PARK,FL,32073,(904)278-8481,N,Y,Y,N,30.102837,-81.711679
15156,FREESTANDING,1590 FOOTHILL BLVD,UPLAND,CA,91786,(909)946-9412,N,Y,Y,Y,34.106508,-117.680564
15170,FREESTANDING,4501 E BEN WHITE BLVD,AUSTIN,TX,78714,(512)912-7511,N,Y,Y,Y,30.214501,-97.734332
15190,GAS STATION,2198 E ARAPAHO,RICHARDSON,TX,75081,(972)231-5221,Y,Y,Y,Y,32.960098,-96.683449
15197,FREESTANDING,2601 CONGRESSMAN DICKINSON DR,MONTGOMERY,AL,36105,(334)260-7975,Y,Y,Y,Y,32.419864,-86.231455
15198,FREESTANDING,625 W COSHOCTON ST,JOHNSTOWN,OH,43031,(740)967-3010,N,Y,Y,Y,40.147062,-82.700835
15201,FREESTANDING,1067 N. BRIDGE,CHILLICOTHE,OH,45601,(740)779-6237,N,Y,Y,Y,39.357397,-82.975644
15207,FREESTANDING,406 E 25TH AVE,ALTOONA,PA,16601,(814)949-8891,N,Y,Y,Y,40.535334,-78.402081
15209,STOREFRONT,1324 W HILLSDALE BLVD,SAN MATEO,CA,94403,(650)577-8040,N,N,Y,Y,37.533579,-122.3273
15212,FREESTANDING,4406 KINGWOOD DR,KINGWOOD,TX,77339,(281)360-9469,N,Y,Y,Y,30.04911,-95.185327
15227,FREESTANDING,RT 52,GILBERT,WV,25621,(304)664-3448,N,Y,Y,Y,37.61237,-81.867005
15229,FREESTANDING,1402 S.E. THIRD STREET,ALEDO,IL,61231,(309)582-2359,N,Y,Y,Y,41.199,-90.733234
15230,FREESTANDING,1214 N MAIN ST,VIROQUA,WI,54665,(608)637-8400,N,Y,Y,Y,43.573043,-90.89
15232,FREESTANDING,3430 S. HYDRAULIC,WICHITA,KS,67216,(316)554-7801,Y,Y,Y,Y,37.63084,-97.316479
15241,FREESTANDING,2007 MAGWOOD RD,CHARLESTON,SC,29414,(843)763-7005,Y,Y,Y,Y,32.812641,-80.042876
15244,FREESTANDING,3180 N GENESEE RD,FLINT,MI,48506,(810)736-8872,N,Y,Y,Y,43.052501,-83.615318
15250,FREESTANDING,3230 WAGON TRAIN RD,PHELAN,CA,92371,(760)249-5873,N,Y,Y,Y,34.309134,-117.470473
15266,STOREFRONT,700 COURT STREET,MARTINEZ,CA,94553,(925)372-0227,N,N,Y,Y,38.01824,-122.134332
15267,FREESTANDING,1160 E MICHIGAN AVE,BATTLE CREEK,MI,49014,(269)965-2101,N,Y,Y,Y,42.309894,-85.125391
15268,FREESTANDING,1650 SANTA FE DR,PUEBLO,CO,81006,(719)544-8968,N,Y,Y,Y,38.245091,-104.579911
15269,STOREFRONT,91-01 JAMAICA AVENUE,WOODHAVEN,NY,11421,(718)849-2646,N,N,Y,Y,40.693169,-73.853729
15272,FREESTANDING,2231 GRAND ISLAND BLVD,GRAND ISLAND,NY,14072,(716)775-8024,Y,Y,Y,Y,43.022703,-78.962882
15273,FREESTANDING,1234 ABBOTT RD,LACKAWANA,NY,14218,(716)821-9596,N,Y,Y,Y,42.830988,-78.804607
15274,FREESTANDING,12440 NE 144TH,KIRKLAND,WA,98034,(425)820-9481,N,Y,Y,Y,47.731595,-122.174217
15277,FREESTANDING,2899 VALLEY VIEW,FARMERS BRANCH,TX,75234,(972)620-1247,Y,Y,Y,Y,32.924806,-96.882128
15278,FREESTANDING,3801 YOSEMITE BLVD,MODESTO,CA,95354,(209)577-5063,Y,Y,Y,Y,37.638614,-120.926279
15279,FREESTANDING,3459 MT DIABLO BLVD,LAFAYETTE,CA,94549,(925)284-6215,Y,Y,Y,Y,37.892375,-122.113998
15280,FREESTANDING,301 W COLLEGE ST,COLUMBIANA,AL,35051-9401,(205)669-7710,Y,Y,Y,Y,33.179605,-86.615788
15285,FREESTANDING,10330 COURSEY,BATON ROUGE,LA,70816,(225)291-2244,N,Y,Y,Y,30.41707,-91.065606
15287,FREESTANDING,5931 FORT DR,CENTREVILLE,VA,20120,(703)266-2741,Y,Y,Y,Y,38.834438,-77.432793
15288,FREESTANDING,207 JEFFERSON ST,BELGRADE,MT,59714,(406)388-1863,Y,Y,Y,Y,45.772416,-111.184186
15291,FREESTANDING,2701 WEST MACARTHUR BLVD.,SANTA ANA,CA,92704,(714)979-4862,N,Y,Y,Y,33.700244,-117.905521
15295,FREESTANDING,116 S M-88 HWY,BELLAIRE,MI,49615,(231)533-8846,N,Y,Y,Y,44.973544,-85.199053
15297,FREESTANDING,8531 HOMESTEAD DRIVE,ZEELAND,MI,49464,(616)772-9512,Y,Y,Y,Y,42.809986,-85.992854
15299,FREESTANDING,PARCEL F / LYCOMING MALL,MUNCY,PA,17756,(570)546-5485,N,Y,Y,Y,41.243982,-76.829763
15302,FREESTANDING,10280 MILLER DRIVE,GALESBURG,MI,49053,(269)665-7569,N,Y,Y,Y,42.275128,-85.428185
15304,FREESTANDING,700 S TEXAS AVE,BRYAN,TX,77807,(979)822-1548,Y,Y,Y,Y,30.667403,-96.371358
15308,STOREFRONT,7116 OLD KEENE MILL RD,SPRINGFIELD,VA,22150,(703)913-8018,N,N,Y,Y,38.778999,-77.190109
15309,FREESTANDING,223 5TH ST,BEVERLY,OH,45715,(740)984-2278,N,Y,Y,Y,39.548103,-81.637704
15315,FREESTANDING,59-60 55TH ROAD,MASPETH,NY,11378,(718)497-3663,N,Y,Y,Y,40.726299,-73.9067
15316,FREESTANDING,3540 HWY 90,PACE,FL,32571,(850)994-2348,N,Y,Y,Y,30.591096,-87.175938
15317,FREESTANDING,4957 WATT AVE,NORTH HIGHLANDS,CA,95660,(916)332-8879,N,Y,Y,Y,38.654897,-121.383478
