** LATE CHARGE ,
VZWRLSS*WALCCRVW 3368009220204 027226     8009220204 ,
WALGREENS #4603          OKLAHOMA CITYOK ,Walgreens
WALGREENS #5853          GREENWOOD    IN ,Walgreens
WALGREENS #7405          DOTHAN       AL ,Walgreens
WAL-MART                 FLANDERS     NJ ,Walmart
WAL-MART #0365           PEARL        MS ,Walmart
WAL-MART #0524           KENEDY       TX ,Walmart
WAL-MART #0961           LA PLACE     LA ,Walmart
WAL-MART #1469           CHATTANOOGA  TN ,Walmart
WAL-MART #1570         AUBURN       IN ,Walmart
WAL-MART #1671           LA VISTA     NE ,Walmart
WAL-MART #1766           MARIETTA     GA ,Walmart
WAL-MART #3441           WHITE PLAINESNY ,Walmart
WAL-MART SUPERCENTER#2545MARINETTE    WI ,Walmart
WASABI SESAME CORP       CORNWALL     NY ,
WAWA 651      00006510   GAINESVILLE  VA ,WAWA
WEIGHTWATCHERS.COM INC   800-221-2112 NY ,Weightwatchers
WEIGHTWATCHERS.COM INC   800-221-2112 NY ,Weightwatchers
WENDY'S  #0815     Q25 00TONAWANDA    NY ,Wendys
WENDYS0399 Q25 HARRISBURG PA ,Wendys
WHATABURGER 717    Q26   SAN ANTONIO  TX ,Whataburger
WHOLEFDS ROS 10230 000000ROSEVILLE    CA ,Wholefoods
WINE NATION              POTOMAC      MD ,
WINN-DIXIE   #1329 000001METAIRIE     LA ,
WM SUPERCENTER           DALLAS       TX ,Walmart
WM SUPERCENTER           EATONTON     GA ,Walmart
WRIGHTS FAMILY MARKE     NORMAN       OK ,
WWW.DICKSSPORTNGGOODS.   877-846-9997 PA ,
WWW.LINKEDIN.COM         MOUNTAIN VIEWCA ,LinkedIn
YAHOO  MAIL         866-562-722 200821778   COMPUTER NETWORK/INFO ,Yahoo
YAKIMA PRODUCTS,
YESASIA.COM LTD          HONG KONG    HK ,
